10.0.0.1	2024.12.11 10:00:55.033	50.0
10.0.0.2	2024.12.11 10:00:55.332	9.351963682564099
10.0.0.1	2024.12.11 10:00:56.011	50.0
10.0.0.2	2024.12.11 10:00:56.282	9.856914631211065
10.0.0.3	2024.12.11 10:00:56.328	9.161361164009085
10.0.0.4	2024.12.11 10:00:56.893	9.43046067601775
10.0.0.1	2024.12.11 10:00:56.989	50.0
10.0.0.5	2024.12.11 10:00:57.209	9.663647904431084
10.0.0.2	2024.12.11 10:00:57.232	9.59749723649576
10.0.0.3	2024.12.11 10:00:57.274	9.714850295358689
10.0.0.4	2024.12.11 10:00:57.913	9.880997059184939
10.0.0.1	2024.12.11 10:00:57.967	50.0
10.0.0.2	2024.12.11 10:00:58.182	9.899526730911168
10.0.0.3	2024.12.11 10:00:58.220	9.557145066775705
10.0.0.5	2024.12.11 10:00:58.290	9.316193152517322
10.0.0.4	2024.12.11 10:00:58.933	9.510538397369237
10.0.0.1	2024.12.11 10:00:58.945	50.0
10.0.0.2	2024.12.11 10:00:59.132	8.32807748758716
10.0.0.3	2024.12.11 10:00:59.166	8.753534801906016
10.0.0.5	2024.12.11 10:00:59.371	8.844587961961002
10.0.0.1	2024.12.11 10:00:59.923	50.0
10.0.0.4	2024.12.11 10:00:59.953	8.021079197970796
10.0.0.2	2024.12.11 10:01:00.082	8.819528225811151
10.0.0.3	2024.12.11 10:01:00.112	8.028502148472857
10.0.0.5	2024.12.11 10:01:00.452	8.262397525329918
10.0.0.1	2024.12.11 10:01:00.901	50.0
10.0.0.4	2024.12.11 10:01:00.973	7.624982439155923
10.0.0.2	2024.12.11 10:01:01.032	7.755941917095748
10.0.0.3	2024.12.11 10:01:01.058	7.386377394562588
10.0.0.5	2024.12.11 10:01:01.533	7.5863678953439475
10.0.0.1	2024.12.11 10:01:01.879	50.0
10.0.0.2	2024.12.11 10:01:01.982	7.0732287766122415
10.0.0.4	2024.12.11 10:01:01.993	7.022841367027185
10.0.0.3	2024.12.11 10:01:02.004	7.428304517579885
10.0.0.5	2024.12.11 10:01:02.614	6.835944303514378
10.0.0.1	2024.12.11 10:01:02.857	50.0
10.0.0.2	2024.12.11 10:01:02.932	6.522464490292908
10.0.0.3	2024.12.11 10:01:02.950	6.198240407760682
10.0.0.4	2024.12.11 10:01:03.013	6.779265144037407
10.0.0.5	2024.12.11 10:01:03.695	6.032711839942895
10.0.0.1	2024.12.11 10:01:03.835	50.0
10.0.0.2	2024.12.11 10:01:03.882	5.383760226427487
10.0.0.3	2024.12.11 10:01:03.896	5.441194155386099
10.0.0.4	2024.12.11 10:01:04.033	5.617886739468629
10.0.0.5	2024.12.11 10:01:04.776	5.1997745824964
10.0.0.1	2024.12.11 10:01:04.813	50.0
10.0.0.2	2024.12.11 10:01:04.832	5.153877562141136
10.0.0.3	2024.12.11 10:01:04.842	5.42486048444655
10.0.0.4	2024.12.11 10:01:05.053	4.984449141944896
10.0.0.2	2024.12.11 10:01:05.782	4.271630046463363
10.0.0.3	2024.12.11 10:01:05.788	4.129091720547116
10.0.0.1	2024.12.11 10:01:05.791	50.0
10.0.0.5	2024.12.11 10:01:05.857	4.361091034008203
10.0.0.4	2024.12.11 10:01:06.073	4.194946032285327
10.0.0.2	2024.12.11 10:01:06.732	3.9464772972503583
10.0.0.3	2024.12.11 10:01:06.734	3.824283925476441
10.0.0.1	2024.12.11 10:01:06.769	50.0
10.0.0.5	2024.12.11 10:01:06.938	3.5407849829066294
10.0.0.4	2024.12.11 10:01:07.093	3.4260651625295657
10.0.0.3	2024.12.11 10:01:07.680	2.929721260738213
10.0.0.2	2024.12.11 10:01:07.682	2.9722069545853715
10.0.0.1	2024.12.11 10:01:07.747	50.0
10.0.0.5	2024.12.11 10:01:08.019	2.80834035744329
10.0.0.4	2024.12.11 10:01:08.113	2.697502163516581
10.0.0.3	2024.12.11 10:01:08.626	2.4621940191040927
10.0.0.2	2024.12.11 10:01:08.632	2.367291436614376
10.0.0.1	2024.12.11 10:01:08.725	50.0
10.0.0.5	2024.12.11 10:01:09.100	1.9679251925246524
10.0.0.4	2024.12.11 10:01:09.133	2.0279198846368747
10.0.0.3	2024.12.11 10:01:09.572	1.732913785289631
10.0.0.2	2024.12.11 10:01:09.582	1.7228913498651623
10.0.0.1	2024.12.11 10:01:09.703	50.0
10.0.0.4	2024.12.11 10:01:10.153	1.4344703268048606
10.0.0.5	2024.12.11 10:01:10.181	1.7102457905666453
10.0.0.3	2024.12.11 10:01:10.518	1.2083959890174742
10.0.0.2	2024.12.11 10:01:10.532	1.2492551501815947
10.0.0.1	2024.12.11 10:01:10.681	50.0
10.0.0.4	2024.12.11 10:01:11.173	0.7941940975368971
10.0.0.5	2024.12.11 10:01:11.262	0.8974138850975786
10.0.0.3	2024.12.11 10:01:11.464	0.8077108711618459
10.0.0.2	2024.12.11 10:01:11.482	0.7515966668418466
10.0.0.1	2024.12.11 10:01:11.659	50.0
10.0.0.4	2024.12.11 10:01:12.193	0.38862054087056974
10.0.0.5	2024.12.11 10:01:12.343	0.7696736681088767
10.0.0.3	2024.12.11 10:01:12.410	0.46424663623308593
10.0.0.2	2024.12.11 10:01:12.432	0.4574234589402888
10.0.0.1	2024.12.11 10:01:12.637	50.0
10.0.0.4	2024.12.11 10:01:13.213	0.24144981215588446
10.0.0.3	2024.12.11 10:01:13.356	0.22075297099794255
10.0.0.2	2024.12.11 10:01:13.382	0.21552883035492254
10.0.0.5	2024.12.11 10:01:13.424	0.3484391115186164
10.0.0.1	2024.12.11 10:01:13.615	50.0
